file,genre,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
16.wav,pop,0.4283204972743988,0.44974711537361145,0.5473080277442932,0.5878274440765381,0.5223448872566223,0.5504177212715149,0.39811277389526367,0.43295085430145264,0.45726278424263,0.369843065738678,0.3250194787979126,0.34744298458099365
17.wav,pop,0.5471160411834717,0.3818798363208771,0.3686733543872833,0.39015042781829834,0.5275225043296814,0.5253854990005493,0.44889500737190247,0.4474047124385834,0.4382931888103485,0.5288533568382263,0.5222867727279663,0.5385721325874329
15.wav,pop,0.6062555313110352,0.5214902758598328,0.5146049857139587,0.5388562083244324,0.5325037240982056,0.6022159457206726,0.4226526916027069,0.39359399676322937,0.36889392137527466,0.43117594718933105,0.3881516456604004,0.43698471784591675
29.wav,pop,0.3514741063117981,0.3121398985385895,0.4498779773712158,0.3878830671310425,0.31015250086784363,0.3156532049179077,0.26363250613212585,0.41152623295783997,0.36895641684532166,0.2917458415031433,0.26134687662124634,0.3081079125404358
100.wav,pop,0.5576605200767517,0.40745100378990173,0.34814971685409546,0.29356467723846436,0.34732547402381897,0.335855096578598,0.370746910572052,0.4871079623699188,0.4438019096851349,0.46315115690231323,0.4622688293457031,0.5228960514068604
28.wav,pop,0.5078974962234497,0.3343603312969208,0.37323495745658875,0.4237965941429138,0.3678251802921295,0.3420674502849579,0.3451107442378998,0.5673254728317261,0.584191083908081,0.4411681592464447,0.37082570791244507,0.36945250630378723
14.wav,pop,0.3795134723186493,0.27494344115257263,0.34092357754707336,0.5181711912155151,0.6072219610214233,0.465616911649704,0.3278615176677704,0.28212210536003113,0.35612690448760986,0.3806014060974121,0.44495928287506104,0.5124348402023315
38.wav,pop,0.3121578097343445,0.4176201820373535,0.4505765736103058,0.43002036213874817,0.5863553285598755,0.4048590064048767,0.32652008533477783,0.32088789343833923,0.40056338906288147,0.6372900605201721,0.4723113179206848,0.39207446575164795
10.wav,pop,0.33615627884864807,0.45163866877555847,0.3733663856983185,0.3711501657962799,0.3379685878753662,0.4791022539138794,0.3675764501094818,0.3150118589401245,0.3523733913898468,0.27765902876853943,0.27081766724586487,0.25833001732826233
11.wav,pop,0.5018292665481567,0.46134090423583984,0.5561655163764954,0.6144249439239502,0.6678922176361084,0.6400730609893799,0.6318231225013733,0.7064758539199829,0.6596475839614868,0.5910537242889404,0.500627875328064,0.5145529508590698
39.wav,pop,0.599026620388031,0.5641305446624756,0.6041485071182251,0.4979655146598816,0.4726255238056183,0.5165292620658875,0.5602349042892456,0.6452645659446716,0.5898531675338745,0.5657281279563904,0.561412513256073,0.5727263689041138
13.wav,pop,0.5927106142044067,0.44748154282569885,0.43514740467071533,0.5110740065574646,0.633976936340332,0.7074323892593384,0.6241046786308289,0.5575827956199646,0.46016934514045715,0.48771604895591736,0.42318499088287354,0.48170697689056396
12.wav,pop,0.41349729895591736,0.46436142921447754,0.38485807180404663,0.46052321791648865,0.3821253776550293,0.372898131608963,0.4036973714828491,0.4318922162055969,0.5687808990478516,0.47284752130508423,0.44804897904396057,0.4403100311756134
61.wav,pop,0.2829972505569458,0.278533011674881,0.3801622688770294,0.2637479901313782,0.27266761660575867,0.31643712520599365,0.3325156271457672,0.4517979621887207,0.38605183362960815,0.4665873050689697,0.37246277928352356,0.271358847618103
75.wav,pop,0.40550053119659424,0.575054943561554,0.4734390079975128,0.4180013835430145,0.43460264801979065,0.5491045713424683,0.5810393691062927,0.5060590505599976,0.5218226909637451,0.44376716017723083,0.48287370800971985,0.4095032513141632
49.wav,pop,0.4802807867527008,0.5090691447257996,0.5939783453941345,0.6884092688560486,0.6954329013824463,0.6338949203491211,0.5399297475814819,0.4940550625324249,0.5245908498764038,0.5387164950370789,0.5156117677688599,0.4849230945110321
48.wav,pop,0.4354296028614044,0.617273211479187,0.42343413829803467,0.3910520076751709,0.44231781363487244,0.47251343727111816,0.6632271409034729,0.4822026193141937,0.490664005279541,0.5569774508476257,0.44871360063552856,0.4122697710990906
74.wav,pop,0.35159987211227417,0.35171642899513245,0.4368494153022766,0.37539950013160706,0.3588384985923767,0.5156382918357849,0.4683232009410858,0.5165110230445862,0.44552716612815857,0.44154757261276245,0.5263603329658508,0.39969927072525024
60.wav,pop,0.5035510659217834,0.3608613610267639,0.4538823962211609,0.4616377651691437,0.3445466458797455,0.3029579520225525,0.3642158806324005,0.6410501003265381,0.3794113099575043,0.3446570932865143,0.4473923444747925,0.4109518527984619
76.wav,pop,0.40804609656333923,0.38592055439949036,0.4909915328025818,0.5005362629890442,0.4822545647621155,0.5936304926872253,0.47899582982063293,0.44375160336494446,0.43209534883499146,0.4941609799861908,0.5354954600334167,0.463062584400177
62.wav,pop,0.5079818367958069,0.595338761806488,0.5028584599494934,0.48328697681427,0.5862894654273987,0.5363644957542419,0.5274202823638916,0.48723703622817993,0.5509950518608093,0.5696855783462524,0.4664735198020935,0.5126931667327881
89.wav,pop,0.28829652070999146,0.41493716835975647,0.41880106925964355,0.39723262190818787,0.44703352451324463,0.3842836916446686,0.40049242973327637,0.4263097643852234,0.45535808801651,0.5204698443412781,0.39512038230895996,0.32395923137664795
88.wav,pop,0.42739811539649963,0.44081491231918335,0.48308494687080383,0.41841921210289,0.4635775685310364,0.378730833530426,0.3103218376636505,0.3370004892349243,0.3929388225078583,0.5613822937011719,0.4591299891471863,0.4003085792064667
63.wav,pop,0.42193809151649475,0.4186449348926544,0.43455809354782104,0.4827022850513458,0.4443053901195526,0.3889421224594116,0.38649076223373413,0.39087948203086853,0.5024450421333313,0.4241141080856323,0.39618390798568726,0.497398316860199
77.wav,pop,0.6380233764648438,0.5102980732917786,0.5029091835021973,0.4872487783432007,0.5344752669334412,0.6337874531745911,0.5070069432258606,0.4997739791870117,0.4180799722671509,0.5044719576835632,0.4521826207637787,0.4594762325286865
9.wav,pop,0.4629130959510803,0.4616657793521881,0.5515891313552856,0.4889037609100342,0.33340880274772644,0.37864428758621216,0.3160110116004944,0.4577238857746124,0.28501880168914795,0.23697549104690552,0.31054574251174927,0.3385491669178009
73.wav,pop,0.45354920625686646,0.42102572321891785,0.36992818117141724,0.3869946002960205,0.41555169224739075,0.5412527918815613,0.41177886724472046,0.35712766647338867,0.4334559738636017,0.4042525291442871,0.30177509784698486,0.3267100155353546
67.wav,pop,0.3392832279205322,0.3708804249763489,0.407211035490036,0.47018325328826904,0.6499967575073242,0.6528404355049133,0.5475214719772339,0.4770544171333313,0.41204947233200073,0.3918217122554779,0.3608498275279999,0.3698483407497406
98.wav,pop,0.48050299286842346,0.5444780588150024,0.4647285044193268,0.4385231137275696,0.3775253891944885,0.3990440368652344,0.4003641903400421,0.3941374123096466,0.49887463450431824,0.47428828477859497,0.5357266068458557,0.5330794453620911
99.wav,pop,0.44057080149650574,0.6216742992401123,0.42890244722366333,0.4899817705154419,0.5488859415054321,0.559440016746521,0.6722146272659302,0.5476864576339722,0.4933420717716217,0.44141286611557007,0.4842566251754761,0.40478500723838806
66.wav,pop,0.5677502751350403,0.4156929552555084,0.369955450296402,0.3625137507915497,0.4424053728580475,0.34983280301094055,0.3472299575805664,0.4256158471107483,0.39779916405677795,0.4874296486377716,0.5086565613746643,0.5729252696037292
72.wav,pop,0.43580663204193115,0.3691261112689972,0.4709950089454651,0.3433624505996704,0.4122518301010132,0.3452386260032654,0.3147101402282715,0.34536513686180115,0.32575517892837524,0.35451650619506836,0.26644980907440186,0.4135254919528961
8.wav,pop,0.6111831665039062,0.513799786567688,0.47678184509277344,0.464015394449234,0.5352926254272461,0.5462492108345032,0.4788661003112793,0.573960542678833,0.43107789754867554,0.32844969630241394,0.31842726469039917,0.4508959949016571
58.wav,pop,0.5965509414672852,0.43135541677474976,0.3981330692768097,0.457911878824234,0.40883737802505493,0.5059260129928589,0.39564529061317444,0.5461557507514954,0.455250084400177,0.3763790428638458,0.3831135332584381,0.3984161615371704
64.wav,pop,0.433544397354126,0.3468949794769287,0.30143117904663086,0.3766945004463196,0.4147510528564453,0.3571367561817169,0.38636764883995056,0.3922421932220459,0.5709717869758606,0.5464634895324707,0.4841656982898712,0.5197113752365112
70.wav,pop,0.5296346545219421,0.33111727237701416,0.31803426146507263,0.25451189279556274,0.2696560025215149,0.3182980716228485,0.2245713174343109,0.29946061968803406,0.2429341971874237,0.39097756147384644,0.38697633147239685,0.32946082949638367
71.wav,pop,0.6221889853477478,0.5262449383735657,0.5003840923309326,0.5435484647750854,0.563973069190979,0.6214483380317688,0.5277387499809265,0.5909619331359863,0.5140856504440308,0.48503854870796204,0.5275739431381226,0.5343529582023621
65.wav,pop,0.5272831320762634,0.5759528875350952,0.5159605741500854,0.5332228541374207,0.5750404000282288,0.5310651659965515,0.4253942370414734,0.32095301151275635,0.31228190660476685,0.31779858469963074,0.4444865584373474,0.535232424736023
59.wav,pop,0.5710710883140564,0.41878798604011536,0.3707371652126312,0.3612573742866516,0.4423784613609314,0.3538016080856323,0.34323015809059143,0.4272949695587158,0.3957591652870178,0.4848005771636963,0.507758378982544,0.5708381533622742
40.wav,pop,0.6296824216842651,0.567230761051178,0.5277614593505859,0.5264002084732056,0.613262951374054,0.5199769139289856,0.44049128890037537,0.5227118730545044,0.4525795876979828,0.3876073956489563,0.4231428802013397,0.5184614658355713
54.wav,pop,0.49871382117271423,0.5347525477409363,0.6646068692207336,0.5983362793922424,0.5376266241073608,0.5614362955093384,0.5816277861595154,0.5821959972381592,0.5274916887283325,0.5342440605163574,0.48202967643737793,0.4731113016605377
6.wav,pop,0.30545082688331604,0.3590858280658722,0.36591023206710815,0.46927955746650696,0.714208722114563,0.5269461870193481,0.309114009141922,0.25881704688072205,0.36573055386543274,0.5070546865463257,0.38387444615364075,0.3424013555049896
68.wav,pop,0.3339279294013977,0.393743634223938,0.5058095455169678,0.4687645435333252,0.47741928696632385,0.4438416659832001,0.48206889629364014,0.5373549461364746,0.48985520005226135,0.6246036887168884,0.4894912838935852,0.3573184013366699
83.wav,pop,0.4918155372142792,0.5299561619758606,0.673912525177002,0.5101324915885925,0.42828139662742615,0.368045449256897,0.3794545531272888,0.35969752073287964,0.45567047595977783,0.5705689191818237,0.5000436902046204,0.5344901084899902
97.wav,pop,0.4966377019882202,0.554830014705658,0.6083973050117493,0.42323896288871765,0.4247262179851532,0.39310166239738464,0.5024038553237915,0.528761625289917,0.41523414850234985,0.4107566773891449,0.34924572706222534,0.4713270962238312
96.wav,pop,0.4432877004146576,0.34647130966186523,0.33248981833457947,0.483112633228302,0.6850051283836365,0.5126384496688843,0.4064037501811981,0.42300477623939514,0.5103799700737,0.4018866717815399,0.4196317493915558,0.6052753925323486
82.wav,pop,0.7093551158905029,0.5423057675361633,0.43173718452453613,0.5415834188461304,0.5776513814926147,0.6832477450370789,0.5721147060394287,0.5417571663856506,0.5148172974586487,0.4821879267692566,0.4787738025188446,0.5422956347465515
69.wav,pop,0.3788796365261078,0.3988628089427948,0.30952802300453186,0.38832080364227295,0.35138198733329773,0.45476222038269043,0.5142223238945007,0.42650294303894043,0.522014856338501,0.397358238697052,0.49036067724227905,0.47813424468040466
55.wav,pop,0.5019785165786743,0.38292762637138367,0.35772842168807983,0.3144771158695221,0.3657861649990082,0.4274965524673462,0.4108588695526123,0.6202592253684998,0.47513484954833984,0.42004480957984924,0.36502066254615784,0.37902963161468506
7.wav,pop,0.5519176125526428,0.5251092910766602,0.4973283112049103,0.6222181916236877,0.5370178818702698,0.4738607406616211,0.5654554963111877,0.5200550556182861,0.5146182775497437,0.45479142665863037,0.49527138471603394,0.583214521408081
41.wav,pop,0.41269004344940186,0.3361150622367859,0.327662855386734,0.2910670042037964,0.4398837685585022,0.5760217905044556,0.36945000290870667,0.38082319498062134,0.35821518301963806,0.5424274802207947,0.4265786409378052,0.32939231395721436
5.wav,pop,0.5114554762840271,0.4649212658405304,0.5420079231262207,0.4813455641269684,0.39836040139198303,0.36819538474082947,0.4311099946498871,0.5678204298019409,0.49276208877563477,0.483206570148468,0.44649264216423035,0.4801328182220459
57.wav,pop,0.6319657564163208,0.49234217405319214,0.4663873016834259,0.4255917966365814,0.4413449168205261,0.3820074498653412,0.30963578820228577,0.41351136565208435,0.37503889203071594,0.4497941732406616,0.37537646293640137,0.4523305296897888
43.wav,pop,0.5489682555198669,0.5135607719421387,0.5375294089317322,0.5490167140960693,0.5701166391372681,0.578594982624054,0.5591505169868469,0.6173827052116394,0.677632749080658,0.698310911655426,0.6520190238952637,0.6058629751205444
94.wav,pop,0.4679611623287201,0.5210400223731995,0.5268456339836121,0.4357650876045227,0.4726596474647522,0.36487656831741333,0.3725399672985077,0.47860825061798096,0.4707071781158447,0.5217770934104919,0.41223788261413574,0.4057658314704895
80.wav,pop,0.4068114161491394,0.45912978053092957,0.5713520646095276,0.49751928448677063,0.5973609685897827,0.5125304460525513,0.5014781355857849,0.4807802140712738,0.5356726050376892,0.5082384943962097,0.4722854495048523,0.6123703718185425
81.wav,pop,0.7481476068496704,0.5497180223464966,0.3303367793560028,0.2871585190296173,0.3516533374786377,0.2598678767681122,0.1751859337091446,0.2590164542198181,0.278428316116333,0.3044174015522003,0.36718952655792236,0.5570968389511108
95.wav,pop,0.47557011246681213,0.4538881480693817,0.5965175628662109,0.452192485332489,0.39884158968925476,0.32418161630630493,0.3447129428386688,0.4445030689239502,0.4393765926361084,0.49492961168289185,0.41707661747932434,0.4416644275188446
42.wav,pop,0.3528076112270355,0.32267311215400696,0.4028633236885071,0.3563983142375946,0.32343682646751404,0.26629263162612915,0.3715396225452423,0.6210658550262451,0.4956858158111572,0.4613826870918274,0.3609972298145294,0.37760043144226074
4.wav,pop,0.5691689252853394,0.482067346572876,0.4885823726654053,0.4926450848579407,0.5044689178466797,0.5824700593948364,0.502228319644928,0.440484881401062,0.47450223565101624,0.5372617244720459,0.6580292582511902,0.6183174848556519
56.wav,pop,0.39484015107154846,0.5325779914855957,0.5103897452354431,0.4030519425868988,0.3112063705921173,0.276649534702301,0.2926481366157532,0.29552534222602844,0.329061895608902,0.4451195299625397,0.3721306025981903,0.39592233300209045
52.wav,pop,0.3838987350463867,0.35046282410621643,0.36854368448257446,0.30489957332611084,0.24000099301338196,0.24842020869255066,0.3006286919116974,0.39150282740592957,0.41016685962677,0.47745224833488464,0.5198682546615601,0.46196845173835754
46.wav,pop,0.3858244717121124,0.4415071904659271,0.6086256504058838,0.4712638854980469,0.4488471448421478,0.40673747658729553,0.28712430596351624,0.2741316854953766,0.32575902342796326,0.49531349539756775,0.3245706558227539,0.2877919375896454
91.wav,pop,0.456393301486969,0.49065807461738586,0.4095381200313568,0.4691215753555298,0.4633510112762451,0.5641052722930908,0.6383412480354309,0.5379618406295776,0.604385256767273,0.5080498456954956,0.5894629955291748,0.4755054712295532
85.wav,pop,0.4727538526058197,0.40491145849227905,0.505266010761261,0.5727656483650208,0.4550807774066925,0.43070122599601746,0.4136655628681183,0.48725426197052,0.5553150177001953,0.4932747781276703,0.5338786840438843,0.478058785200119
